noise_multiplier,communication,local_noise,avg_error_reduction,avg_noisy_error,partition_trend,algorithm
1.1,teleportation,0.015,-0.3664879590053809,0.8766666666666666,increases,ghz_indep_8q
1.1,teleportation,0.02,0.0639680782351205,0.8550000000000001,decreases,ghz_indep_8q
1.2,teleportation,0.001,0.03715313521643424,0.8300000000000001,remains stable,ghz_indep_8q
1.2,teleportation,0.005,-0.017159831536717057,0.8133333333333334,remains stable,ghz_indep_8q
1.2,teleportation,0.01,-0.022560809150651638,0.8316666666666667,remains stable,ghz_indep_8q
1.2,teleportation,0.015,0.11567744911281892,0.8483333333333333,decreases,ghz_indep_8q
1.2,teleportation,0.02,-0.06009655177231729,0.8633333333333333,increases,ghz_indep_8q
1.0,teleportation,0.001,-2.816666666666663,0.056666666666666664,increases,ghz_indep_3q
1.0,teleportation,0.005,-4.573809523809515,0.043333333333333335,remains stable,ghz_indep_3q
1.0,teleportation,0.01,-0.6344444444444437,0.05333333333333327,decreases,ghz_indep_3q
1.0,teleportation,0.015,-0.08620268620268612,0.1733333333333333,decreases,ghz_indep_3q
1.0,teleportation,0.02,-0.17333333333333192,0.10000000000000003,remains stable,ghz_indep_3q
1.1,teleportation,0.001,-0.2888888888888883,0.05333333333333334,increases,ghz_indep_3q
1.1,teleportation,0.005,0.43999999999999573,0.07333333333333333,remains stable,ghz_indep_3q
1.1,teleportation,0.01,-0.9267399267399304,0.06999999999999997,increases,ghz_indep_3q
1.1,teleportation,0.015,-1.4543209876543204,0.11999999999999998,increases,ghz_indep_3q
1.1,teleportation,0.02,-3.0814814814814793,0.053333333333333295,increases,ghz_indep_3q
1.2,teleportation,0.001,0.27540106951871657,0.1533333333333333,increases,ghz_indep_3q
1.2,teleportation,0.005,0.32476190476190486,0.05333333333333334,decreases,ghz_indep_3q
1.2,teleportation,0.01,0.07616161616161508,0.07333333333333326,decreases,ghz_indep_3q
1.2,teleportation,0.015,0.44333333333333336,0.10333333333333332,decreases,ghz_indep_3q
1.2,teleportation,0.02,-2.813333333333335,0.029999999999999968,remains stable,ghz_indep_3q
1.0,teleportation,0.001,-0.0038461538461538,0.52,remains stable,ghz_indep_2q
1.0,teleportation,0.005,0.057142857142857,0.525,remains stable,ghz_indep_2q
1.0,teleportation,0.01,0.19999999999999446,0.47000000000000003,decreases,ghz_indep_2q
1.0,teleportation,0.015,0.4530612244897903,0.5,decreases,ghz_indep_2q
1.0,teleportation,0.02,-0.13809523809523255,0.54,increases,ghz_indep_2q
1.1,teleportation,0.001,-0.0989473684210524,0.475,remains stable,ghz_indep_2q
1.1,teleportation,0.005,-0.0611111111111109,0.54,remains stable,ghz_indep_2q
1.1,teleportation,0.01,0.05,0.5,remains stable,ghz_indep_2q
1.1,teleportation,0.015,-0.8090909090909258,0.5,increases,ghz_indep_2q
1.1,teleportation,0.02,0.15145631067962284,0.525,decreases,ghz_indep_2q
1.2,teleportation,0.001,0.0057142857142857,0.525,remains stable,ghz_indep_2q
1.2,teleportation,0.005,-0.1240740740740739,0.54,remains stable,ghz_indep_2q
1.2,teleportation,0.01,0.2517730496453938,0.485,decreases,ghz_indep_2q
1.2,teleportation,0.015,0.40000000000000563,0.5,decreases,ghz_indep_2q
1.2,teleportation,0.02,0.0833333333333334,0.54,remains stable,ghz_indep_2q
1.0,teleportation,0.001,-0.06498946118403147,0.8233333333333334,remains stable,ghz_indep_10q
1.0,teleportation,0.005,0.0594750892633123,0.8266666666666667,remains stable,ghz_indep_10q
1.0,teleportation,0.01,0.014296078032921997,0.88,remains stable,ghz_indep_10q
1.0,teleportation,0.015,-0.06117789120498889,0.8533333333333335,increases,ghz_indep_10q
1.0,teleportation,0.02,-0.0637605347505972,0.7866666666666667,increases,ghz_indep_10q
1.1,teleportation,0.001,0.015572771952756198,0.8450000000000001,remains stable,ghz_indep_10q
1.1,teleportation,0.005,-0.06460109118554168,0.8099999999999999,increases,ghz_indep_10q
1.1,teleportation,0.01,-0.027091055088052766,0.8233333333333333,increases,ghz_indep_10q
1.1,teleportation,0.015,-0.1387735656835965,0.8333333333333334,increases,ghz_indep_10q
1.1,teleportation,0.02,0.07583431133261644,0.8766666666666666,decreases,ghz_indep_10q
1.2,teleportation,0.001,-0.04018447290832394,0.8400000000000002,remains stable,ghz_indep_10q
1.2,teleportation,0.005,0.052541555223453856,0.835,decreases,ghz_indep_10q
1.2,teleportation,0.01,0.1478976578976505,0.84,decreases,ghz_indep_10q
1.2,teleportation,0.015,-0.31866575386320417,0.8616666666666667,increases,ghz_indep_10q
1.2,teleportation,0.02,-0.09540041082020552,0.8483333333333333,increases,ghz_indep_10q
1.0,teleportation,0.001,0.16343171534348097,0.09499999999999997,remains stable,ghz_indep_7q
1.0,teleportation,0.005,-0.4391666666666659,0.06499999999999996,decreases,ghz_indep_7q
1.0,teleportation,0.01,-131762457669355.95,0.051666666666666666,remains stable,ghz_indep_7q
1.0,teleportation,0.015,-2.9006854256854138,0.06000000000000002,decreases,ghz_indep_7q
1.0,teleportation,0.02,-2.1774999999999984,0.06833333333333332,increases,ghz_indep_7q
1.1,teleportation,0.001,-2329862207226338.5,0.07333333333333329,decreases,ghz_indep_7q
1.1,teleportation,0.005,0.09427777777777777,0.09833333333333333,remains stable,ghz_indep_7q
1.1,teleportation,0.01,-1.3152339181286563,0.09499999999999997,decreases,ghz_indep_7q
1.1,teleportation,0.015,-1.6266161616161698,0.06166666666666663,decreases,ghz_indep_7q
1.1,teleportation,0.02,-0.43249999999999966,0.06833333333333332,increases,ghz_indep_7q
1.2,teleportation,0.001,-294235175654873.06,0.07666666666666666,increases,ghz_indep_7q
1.2,teleportation,0.005,0.297382943143813,0.10666666666666662,remains stable,ghz_indep_7q
1.2,teleportation,0.01,-180457278981941.7,0.03833333333333331,remains stable,ghz_indep_7q
1.2,teleportation,0.015,-1.03333333333334,0.06999999999999997,increases,ghz_indep_7q
1.2,teleportation,0.02,-2.190277777777785,0.07166666666666663,increases,ghz_indep_7q
1.0,teleportation,0.001,0.051136232459935635,0.8666666666666666,remains stable,ghz_indep_6q
1.0,teleportation,0.005,0.165767068629304,0.8183333333333334,decreases,ghz_indep_6q
1.0,teleportation,0.01,-0.12408799533798977,0.8500000000000002,increases,ghz_indep_6q
1.0,teleportation,0.015,-0.0798849540584593,0.8366666666666666,increases,ghz_indep_6q
1.0,teleportation,0.02,-0.22014254907581046,0.7816666666666667,increases,ghz_indep_6q
1.1,teleportation,0.001,0.02799140954378728,0.8183333333333334,remains stable,ghz_indep_6q
1.1,teleportation,0.005,0.058687416922405956,0.8083333333333335,decreases,ghz_indep_6q
1.1,teleportation,0.01,0.0916749222790051,0.8783333333333334,decreases,ghz_indep_6q
1.1,teleportation,0.015,0.09471152945040516,0.8250000000000001,decreases,ghz_indep_6q
1.1,teleportation,0.02,0.0768875594544471,0.8433333333333333,decreases,ghz_indep_6q
1.2,teleportation,0.001,0.0189628068618752,0.8116666666666666,remains stable,ghz_indep_6q
1.2,teleportation,0.005,0.1976180777151577,0.84,decreases,ghz_indep_6q
1.2,teleportation,0.01,-0.01178251527123414,0.8266666666666667,remains stable,ghz_indep_6q
1.2,teleportation,0.015,-0.48849775540175416,0.805,increases,ghz_indep_6q
1.2,teleportation,0.02,-0.1553562650587822,0.83,increases,ghz_indep_6q
1.0,teleportation,0.001,0.028040374051199003,0.8166666666666668,remains stable,wstate_indep_7q
1.0,teleportation,0.005,0.06798344326539779,0.8833333333333333,decreases,wstate_indep_7q
1.0,teleportation,0.01,-0.04079243554905057,0.8216666666666668,increases,wstate_indep_7q
1.0,teleportation,0.015,-0.1522501242891802,0.8616666666666668,increases,wstate_indep_7q
1.0,teleportation,0.02,-0.04012149971488732,0.8550000000000001,increases,wstate_indep_7q
1.1,teleportation,0.001,0.0011838485078011635,0.815,decreases,wstate_indep_7q
1.1,teleportation,0.005,-0.3999156625486413,0.8383333333333335,increases,wstate_indep_7q
1.1,teleportation,0.01,0.00991644443926184,0.8450000000000001,decreases,wstate_indep_7q
1.1,teleportation,0.015,-0.1166741309553583,0.8216666666666668,increases,wstate_indep_7q
1.1,teleportation,0.02,-0.2145666947191243,0.8316666666666667,increases,wstate_indep_7q
1.2,teleportation,0.001,-0.10031420243812264,0.81,remains stable,wstate_indep_7q
1.2,teleportation,0.005,0.06793779216109222,0.8266666666666668,decreases,wstate_indep_7q
1.2,teleportation,0.01,-0.05644854089933681,0.8700000000000001,increases,wstate_indep_7q
1.2,teleportation,0.015,0.07316493450438383,0.9050000000000001,increases,wstate_indep_7q
1.2,teleportation,0.02,-0.025947178207550253,0.8533333333333334,increases,wstate_indep_7q
1.0,teleportation,0.001,0.018479978392709803,1.1783333333333335,decreases,wstate_indep_10q
1.0,teleportation,0.005,-0.09603333769494116,1.1116666666666666,decreases,wstate_indep_10q
1.0,teleportation,0.01,0.007475408478907317,1.175,increases,wstate_indep_10q
1.0,teleportation,0.015,0.011735430435840537,1.1333333333333333,remains stable,wstate_indep_10q
1.0,teleportation,0.02,-0.032946398550018755,1.1616666666666666,increases,wstate_indep_10q
1.1,teleportation,0.001,-0.0305273302700175,1.1233333333333333,remains stable,wstate_indep_10q
1.1,teleportation,0.005,0.004087133685758033,1.17,decreases,wstate_indep_10q
1.1,teleportation,0.01,-0.05892230383137249,1.1316666666666666,remains stable,wstate_indep_10q
1.1,teleportation,0.015,-0.018103456606948416,1.1916666666666667,decreases,wstate_indep_10q
1.1,teleportation,0.02,0.003327309749739401,1.1516666666666664,increases,wstate_indep_10q
1.2,teleportation,0.001,0.0031597476721071274,1.1383333333333334,increases,wstate_indep_10q
1.2,teleportation,0.005,0.03480542450278763,1.1783333333333335,decreases,wstate_indep_10q
1.2,teleportation,0.01,-0.007599257090117421,1.1716666666666666,increases,wstate_indep_10q
1.2,teleportation,0.015,-0.004188715063560232,1.1166666666666665,increases,wstate_indep_10q
1.2,teleportation,0.02,0.05367357417595393,1.14,increases,wstate_indep_10q
1.0,teleportation,0.001,-0.022069965586355184,1.113333333333333,remains stable,wstate_indep_6q
1.0,teleportation,0.005,0.04100093835289922,1.1566666666666667,increases,wstate_indep_6q
1.0,teleportation,0.01,0.052435519947048016,1.1883333333333335,increases,wstate_indep_6q
1.0,teleportation,0.015,-0.05919948811478679,1.1500000000000001,decreases,wstate_indep_6q
1.0,teleportation,0.02,-0.03474244568713143,1.1466666666666667,decreases,wstate_indep_6q
1.1,teleportation,0.001,0.023751419120368572,1.1849999999999998,increases,wstate_indep_6q
1.1,teleportation,0.005,-0.01324722917686287,1.1666666666666667,remains stable,wstate_indep_6q
1.1,teleportation,0.01,0.06378521760059971,1.22,increases,wstate_indep_6q
1.1,teleportation,0.015,-0.1004419391491737,1.1099999999999999,decreases,wstate_indep_6q
1.1,teleportation,0.02,-9.67670457047524e-05,1.1733333333333333,increases,wstate_indep_6q
1.2,teleportation,0.001,0.055814267199328256,1.1766666666666665,decreases,wstate_indep_6q
1.2,teleportation,0.005,-0.035892715699680416,1.1300000000000001,decreases,wstate_indep_6q
1.2,teleportation,0.01,0.036565654314612006,1.1849999999999998,decreases,wstate_indep_6q
1.2,teleportation,0.015,-0.03738592055359637,1.1633333333333333,decreases,wstate_indep_6q
1.2,teleportation,0.02,-0.021028210315063665,1.12,decreases,wstate_indep_6q
1.0,teleportation,0.001,0.04466024280999533,1.3266666666666664,increases,wstate_indep_3q
1.0,teleportation,0.005,-0.044537920079205734,1.3033333333333335,decreases,wstate_indep_3q
1.0,teleportation,0.01,-0.040408432147562366,1.2633333333333334,decreases,wstate_indep_3q
1.0,teleportation,0.015,-0.0030515752400251,1.3033333333333332,increases,wstate_indep_3q
1.0,teleportation,0.02,-0.075224878164894,1.25,decreases,wstate_indep_3q
1.1,teleportation,0.001,0.04923127006578203,1.3399999999999999,increases,wstate_indep_3q
1.1,teleportation,0.005,0.06996177226295651,1.3499999999999999,decreases,wstate_indep_3q
1.1,teleportation,0.01,-0.13822530675471842,1.2466666666666666,decreases,wstate_indep_3q
1.1,teleportation,0.015,-0.0018370984757539986,1.29,increases,wstate_indep_3q
1.1,teleportation,0.02,0.014700840598043732,1.2633333333333334,increases,wstate_indep_3q
1.2,teleportation,0.001,-0.02068003487358337,1.33,increases,wstate_indep_3q
1.2,teleportation,0.005,0.037272357272357205,1.3066666666666666,increases,wstate_indep_3q
1.2,teleportation,0.01,0.0630367728649985,1.36,increases,wstate_indep_3q
1.2,teleportation,0.015,-0.03364657504001763,1.2866666666666668,increases,wstate_indep_3q
1.2,teleportation,0.02,0.02777995208615004,1.28,decreases,wstate_indep_3q
1.0,teleportation,0.001,-0.032375,1.48,decreases,wstate_indep_2q
1.0,teleportation,0.005,-0.0785434995112414,1.455,decreases,wstate_indep_2q
1.0,teleportation,0.01,-0.042604517535169355,1.495,decreases,wstate_indep_2q
1.0,teleportation,0.015,-0.03539264952212035,1.505,decreases,wstate_indep_2q
1.0,teleportation,0.02,-0.024920337394564198,1.52,increases,wstate_indep_2q
1.1,teleportation,0.001,0.07295300029559561,1.505,increases,wstate_indep_2q
1.1,teleportation,0.005,-0.0646767676767675,1.495,decreases,wstate_indep_2q
1.1,teleportation,0.01,-0.05812182741116755,1.505,decreases,wstate_indep_2q
1.1,teleportation,0.015,-0.010722696111779749,1.47,increases,wstate_indep_2q
1.1,teleportation,0.02,-0.01601522842639575,1.4849999999999999,decreases,wstate_indep_2q
1.2,teleportation,0.001,0.07652173913043459,1.575,increases,wstate_indep_2q
1.2,teleportation,0.005,0.0594134465430602,1.575,increases,wstate_indep_2q
1.2,teleportation,0.01,-0.031423076923076804,1.52,decreases,wstate_indep_2q
1.2,teleportation,0.015,0.0835256410256411,1.495,increases,wstate_indep_2q
1.2,teleportation,0.02,-0.0987935950866418,1.44,decreases,wstate_indep_2q
1.0,teleportation,0.001,0.04215917164870034,1.0116666666666665,increases,wstate_indep_9q
1.0,teleportation,0.005,0.029206468422128828,1.0316666666666665,decreases,wstate_indep_9q
1.0,teleportation,0.01,0.0054040218080904645,1.03,increases,wstate_indep_9q
1.0,teleportation,0.015,-0.01453122357395905,0.9566666666666667,decreases,wstate_indep_9q
1.0,teleportation,0.02,-0.06949880633025056,0.9249999999999998,remains stable,wstate_indep_9q
1.1,teleportation,0.001,-0.06687476877993577,0.9733333333333333,decreases,wstate_indep_9q
1.1,teleportation,0.005,-0.0722656360299729,0.98,decreases,wstate_indep_9q
1.1,teleportation,0.01,0.015108542308019035,1.035,remains stable,wstate_indep_9q
1.1,teleportation,0.015,0.033802080605795294,0.9816666666666666,increases,wstate_indep_9q
1.1,teleportation,0.02,-0.03810223371264998,0.9733333333333332,decreases,wstate_indep_9q
1.2,teleportation,0.001,0.052544077217000086,1.0233333333333332,decreases,wstate_indep_9q
1.2,teleportation,0.005,0.008629970601105747,0.9766666666666666,decreases,wstate_indep_9q
1.2,teleportation,0.01,0.013065627935540634,0.9899999999999999,increases,wstate_indep_9q
1.2,teleportation,0.015,0.05745856848584017,1.0316666666666665,remains stable,wstate_indep_9q
1.2,teleportation,0.02,-0.04765368834617558,0.9716666666666667,decreases,wstate_indep_9q
1.0,teleportation,0.001,0.07438777408890183,0.966,increases,wstate_indep_5q
1.0,teleportation,0.005,0.03618891830930672,1.03,decreases,wstate_indep_5q
1.0,teleportation,0.01,0.09103906419867816,1.018,remains stable,wstate_indep_5q
1.0,teleportation,0.015,-0.01823790339606334,0.952,increases,wstate_indep_5q
1.0,teleportation,0.02,-0.11918211253903184,0.99,increases,wstate_indep_5q
1.1,teleportation,0.001,0.014788105745387307,1.012,decreases,wstate_indep_5q
1.1,teleportation,0.005,-0.13085989195510966,0.96,increases,wstate_indep_5q
1.1,teleportation,0.01,0.032338902088902124,1.014,increases,wstate_indep_5q
1.1,teleportation,0.015,-0.0365996768053342,0.982,decreases,wstate_indep_5q
1.1,teleportation,0.02,-0.014675615373434623,0.9599999999999997,increases,wstate_indep_5q
1.2,teleportation,0.001,0.00710239284584228,1.028,increases,wstate_indep_5q
1.2,teleportation,0.005,-0.02901398293215716,0.9879999999999999,decreases,wstate_indep_5q
1.2,teleportation,0.01,-0.02256217330150146,0.9819999999999999,increases,wstate_indep_5q
1.2,teleportation,0.015,0.09901320524975167,1.028,increases,wstate_indep_5q
1.2,teleportation,0.02,0.06892227612391687,1.0479999999999998,decreases,wstate_indep_5q
1.0,teleportation,0.001,-0.09121798866896283,1.2625000000000002,increases,wstate_indep_4q
1.0,teleportation,0.005,-0.005657376795873078,1.2875,decreases,wstate_indep_4q
1.0,teleportation,0.01,0.032759187319438623,1.2625000000000002,increases,wstate_indep_4q
1.0,teleportation,0.015,-0.01791888407445625,1.1975,increases,wstate_indep_4q
1.0,teleportation,0.02,-0.04892126562633478,1.1800000000000002,increases,wstate_indep_4q
1.1,teleportation,0.001,-0.04625229377157655,1.2374999999999998,decreases,wstate_indep_4q
1.1,teleportation,0.005,0.0769128197866516,1.3025,increases,wstate_indep_4q
1.1,teleportation,0.01,0.02504831738130195,1.2425,increases,wstate_indep_4q
1.1,teleportation,0.015,-0.05978092860115322,1.1875,decreases,wstate_indep_4q
1.1,teleportation,0.02,0.0018645833333333535,1.23,increases,wstate_indep_4q
1.2,teleportation,0.001,0.022454305017912526,1.26,increases,wstate_indep_4q
1.2,teleportation,0.005,-0.058256646131646134,1.2525,increases,wstate_indep_4q
1.2,teleportation,0.01,-0.04121652170409727,1.2125,decreases,wstate_indep_4q
1.2,teleportation,0.015,-0.05478744441563753,1.26,decreases,wstate_indep_4q
1.2,teleportation,0.02,-0.0022267426223603493,1.2325,increases,wstate_indep_4q
1.0,teleportation,0.001,0.07259682206449301,1.1866666666666668,increases,wstate_indep_8q
1.0,teleportation,0.005,-0.06310298449309315,1.1866666666666668,decreases,wstate_indep_8q
1.0,teleportation,0.01,-0.03455736843773962,1.175,decreases,wstate_indep_8q
1.0,teleportation,0.015,-0.027488341939829894,1.1616666666666668,decreases,wstate_indep_8q
1.0,teleportation,0.02,-0.08686267971876967,1.105,increases,wstate_indep_8q
1.1,teleportation,0.001,0.00027859395426714967,1.1966666666666668,decreases,wstate_indep_8q
1.1,teleportation,0.005,0.05050020175189588,1.1983333333333333,increases,wstate_indep_8q
1.1,teleportation,0.01,-0.032522916316940535,1.1583333333333332,decreases,wstate_indep_8q
1.1,teleportation,0.015,0.03259803630029783,1.21,increases,wstate_indep_8q
1.1,teleportation,0.02,-0.047374495199991755,1.125,remains stable,wstate_indep_8q
1.2,teleportation,0.001,-0.03383569307305258,1.1383333333333334,decreases,wstate_indep_8q
1.2,teleportation,0.005,0.0265381827207176,1.1483333333333334,decreases,wstate_indep_8q
1.2,teleportation,0.01,-0.02367617282321767,1.1416666666666666,decreases,wstate_indep_8q
1.2,teleportation,0.015,0.014855943073067618,1.1616666666666668,decreases,wstate_indep_8q
1.2,teleportation,0.02,0.017405958554667613,1.1133333333333335,increases,wstate_indep_8q
1.0,cat,0.001,-54710395473242.875,0.1275515873015873,increases,combined
1.0,cat,0.005,-1.1880825505043136,0.14203637566137564,increases,combined
1.0,cat,0.01,-76060793706702.14,0.16119444444444445,increases,combined
1.0,cat,0.015,-20015998343869.77,0.14089682539682538,decreases,combined
1.0,cat,0.02,-44285396335811.13,0.13902645502645497,increases,combined
1.0,teleportation,0.001,-67253754435400.16,0.5723743386243387,increases,combined
1.0,teleportation,0.005,-177734948494144.9,0.5645505291005289,decreases,combined
1.0,teleportation,0.01,-184595161869385.1,0.5774541446208112,decreases,combined
1.0,teleportation,0.015,-12810238940076.38,0.5703913139329806,decreases,combined
1.0,teleportation,0.02,-51596795730862.59,0.5556591710758377,increases,combined
1.1,cat,0.001,-2001599834387.533,0.1582466931216931,decreases,combined
1.1,cat,0.005,-0.08410300492124723,0.15399537037037037,increases,combined
1.1,cat,0.01,-67696012684522.35,0.13486309523809523,remains stable,combined
1.1,cat,0.015,-106151511216985.05,0.14383465608465604,increases,combined
1.1,cat,0.02,-338470531994823.75,0.1409451058201058,decreases,combined
1.1,teleportation,0.001,-184173872761386.03,0.5640021164021164,decreases,combined
1.1,teleportation,0.005,-0.9463759215173714,0.5635396825396825,decreases,combined
1.1,teleportation,0.01,-0.4812505054060923,0.5813829365079365,decreases,combined
1.1,teleportation,0.015,-67387194424359.41,0.5666435185185185,decreases,combined
1.1,teleportation,0.02,-84977973921272.33,0.5728672839506174,increases,combined
1.2,cat,0.001,-187349744498613.22,0.14782076719576717,decreases,combined
1.2,cat,0.005,-23403321140524.652,0.147037037037037,decreases,combined
1.2,cat,0.01,-0.47856282189257765,0.147130291005291,increases,combined
1.2,cat,0.015,-316252773833129.9,0.1506025132275132,decreases,combined
1.2,cat,0.02,-90739192492206.14,0.1378849206349206,decreases,combined
1.2,teleportation,0.001,-48507024557940.03,0.5653497354497355,increases,combined
1.2,teleportation,0.005,-0.5016626454823245,0.5659358465608465,decreases,combined
1.2,teleportation,0.01,-51386047980670.65,0.5725489417989418,decreases,combined
1.2,teleportation,0.015,-0.2085111548413028,0.5861022927689595,increases,combined
1.2,teleportation,0.02,-0.5105404919309848,0.5728930776014108,remains stable,combined
