Algorithm,Local Noise,Comm Noise Mult,Strategy,CAT Error,tp Error
dj_indep_9q,0.02,1.0,no,0.08,0.05333333333333334
dj_indep_9q,0.02,1.1,global,0.10999999999999997,0.0766666666666666
dj_indep_9q,0.02,1.1,local,0.08,0.05499999999999997
dj_indep_9q,0.02,1.1,no,0.03499999999999997,0.09666666666666664
dj_indep_9q,0.02,1.2,global,0.07666666666666665,0.09166666666666662
dj_indep_9q,0.02,1.2,local,0.04,0.04999999999999998
dj_indep_9q,0.02,1.2,no,0.08499999999999996,0.08999999999999998
ghz_indep_10q,0.001,1.0,global,1.0933333333333335,0.8250000000000001
ghz_indep_10q,0.001,1.0,local,1.0433333333333332,0.6466666666666666
ghz_indep_10q,0.001,1.0,no,0.8616666666666667,0.8250000000000001
ghz_indep_10q,0.001,1.1,global,1.02,0.8066666666666666
ghz_indep_10q,0.001,1.1,local,1.0166666666666666,0.6566666666666666
ghz_indep_10q,0.001,1.1,no,0.8133333333333334,0.8466666666666667
ghz_indep_10q,0.001,1.2,global,0.9666666666666667,0.8300000000000001
ghz_indep_10q,0.001,1.2,local,1.01,0.6699999999999999
ghz_indep_10q,0.001,1.2,no,0.84,0.8583333333333334
ghz_indep_10q,0.005,1.0,global,1.03,0.8083333333333335
ghz_indep_10q,0.005,1.0,local,0.9466666666666668,0.6566666666666666
ghz_indep_10q,0.005,1.0,no,0.8566666666666668,0.8533333333333334
ghz_indep_10q,0.005,1.1,global,1.0233333333333334,0.8433333333333334
ghz_indep_10q,0.005,1.1,local,0.9833333333333334,0.6666666666666666
ghz_indep_10q,0.005,1.1,no,0.86,0.8266666666666667
ghz_indep_10q,0.005,1.2,global,1.0433333333333332,0.835
ghz_indep_10q,0.005,1.2,local,1.01,0.68
ghz_indep_10q,0.005,1.2,no,0.8333333333333334,0.8283333333333333
ghz_indep_10q,0.01,1.0,global,1.0966666666666667,0.8766666666666666
ghz_indep_10q,0.01,1.0,local,0.9466666666666667,0.71
ghz_indep_10q,0.01,1.0,no,0.7966666666666667,0.8416666666666667
ghz_indep_10q,0.01,1.1,global,1.0333333333333334,0.8583333333333334
ghz_indep_10q,0.01,1.1,local,0.9666666666666667,0.66
ghz_indep_10q,0.01,1.1,no,0.8016666666666666,0.8816666666666667
ghz_indep_10q,0.01,1.2,global,1.01,0.8133333333333334
ghz_indep_10q,0.01,1.2,local,0.9366666666666665,0.6900000000000001
ghz_indep_10q,0.01,1.2,no,0.8166666666666668,0.8416666666666668
ghz_indep_10q,0.015,1.0,global,0.9500000000000001,0.8066666666666666
ghz_indep_10q,0.015,1.0,local,0.9500000000000001,0.7033333333333335
ghz_indep_10q,0.015,1.0,no,0.8250000000000001,0.855
ghz_indep_10q,0.015,1.1,global,0.9833333333333334,0.7933333333333333
ghz_indep_10q,0.015,1.1,local,0.9700000000000001,0.6166666666666667
ghz_indep_10q,0.015,1.1,no,0.8966666666666666,0.8616666666666667
ghz_indep_10q,0.015,1.2,global,1.04,0.8533333333333334
ghz_indep_10q,0.015,1.2,local,0.9433333333333334,0.6533333333333333
ghz_indep_10q,0.015,1.2,no,0.8833333333333334,0.8183333333333334
ghz_indep_10q,0.02,1.0,global,0.9566666666666667,0.7866666666666666
ghz_indep_10q,0.02,1.0,local,0.9366666666666666,0.7033333333333335
ghz_indep_10q,0.02,1.0,no,0.8166666666666668,0.8683333333333335
ghz_indep_10q,0.02,1.1,global,1.0166666666666666,0.8316666666666667
ghz_indep_10q,0.02,1.1,local,1.0033333333333332,0.7033333333333335
ghz_indep_10q,0.02,1.1,no,0.8883333333333333,0.84
ghz_indep_10q,0.02,1.2,global,0.9966666666666667,0.8316666666666667
ghz_indep_10q,0.02,1.2,local,1.0333333333333332,0.68
ghz_indep_10q,0.02,1.2,no,0.8033333333333333,0.8216666666666667
ghz_indep_11q,0.001,1.0,no,,0.07833333333333332
ghz_indep_11q,0.001,1.1,no,,0.0366666666666666
ghz_indep_11q,0.001,1.2,no,,0.05999999999999998
ghz_indep_11q,0.005,1.0,no,,0.08166666666666662
ghz_indep_11q,0.005,1.1,no,,0.08499999999999996
ghz_indep_11q,0.005,1.2,no,,0.07499999999999997
ghz_indep_11q,0.01,1.0,no,,0.09999999999999998
ghz_indep_11q,0.01,1.1,no,,0.09333333333333331
ghz_indep_11q,0.01,1.2,no,,0.07499999999999997
ghz_indep_11q,0.015,1.0,no,,0.09499999999999999
ghz_indep_11q,0.015,1.1,no,,0.05999999999999997
ghz_indep_11q,0.015,1.2,no,,0.05999999999999995
ghz_indep_11q,0.02,1.0,no,,0.07333333333333332
ghz_indep_11q,0.02,1.1,no,,0.06166666666666665
ghz_indep_11q,0.02,1.2,no,,0.07666666666666665
ghz_indep_12q,0.001,1.0,no,,0.7933333333333333
ghz_indep_12q,0.001,1.1,no,,0.8616666666666667
ghz_indep_12q,0.001,1.2,no,,0.8333333333333334
ghz_indep_12q,0.005,1.0,no,,0.8650000000000001
ghz_indep_12q,0.005,1.1,no,,0.875
ghz_indep_12q,0.005,1.2,no,,0.8833333333333333
ghz_indep_12q,0.01,1.0,no,,0.82
ghz_indep_12q,0.01,1.1,no,,0.8533333333333334
ghz_indep_12q,0.01,1.2,no,,0.8116666666666666
ghz_indep_12q,0.015,1.0,no,,0.8716666666666667
ghz_indep_12q,0.015,1.1,no,,0.8083333333333332
ghz_indep_12q,0.015,1.2,no,,0.8383333333333334
ghz_indep_12q,0.02,1.0,no,,0.8316666666666667
ghz_indep_12q,0.02,1.1,no,,0.835
ghz_indep_12q,0.02,1.2,no,,0.85
ghz_indep_13q,0.001,1.0,no,,0.11166666666666664
ghz_indep_13q,0.001,1.1,no,,0.07166666666666664
ghz_indep_13q,0.001,1.2,no,,0.053333333333333295
ghz_indep_13q,0.005,1.0,no,,0.033333333333333263
ghz_indep_13q,0.005,1.1,no,,0.07666666666666665
ghz_indep_13q,0.005,1.2,no,,0.056666666666666636
ghz_indep_13q,0.01,1.0,no,,0.0666666666666666
ghz_indep_13q,0.01,1.1,no,,0.07
ghz_indep_13q,0.01,1.2,no,,0.05999999999999997
ghz_indep_13q,0.015,1.0,no,,0.06333333333333334
ghz_indep_13q,0.015,1.1,no,,0.07499999999999997
ghz_indep_13q,0.015,1.2,no,,0.0683333333333333
ghz_indep_13q,0.02,1.0,no,,0.06166666666666664
ghz_indep_13q,0.02,1.1,no,,0.11166666666666665
ghz_indep_13q,0.02,1.2,no,,0.07999999999999999
ghz_indep_14q,0.001,1.0,no,,0.805
ghz_indep_14q,0.001,1.1,no,,0.85
ghz_indep_14q,0.001,1.2,no,,0.8500000000000001
ghz_indep_14q,0.005,1.0,no,,0.86
ghz_indep_14q,0.005,1.1,no,,0.8616666666666667
ghz_indep_14q,0.005,1.2,no,,0.8483333333333333
ghz_indep_14q,0.01,1.0,no,,0.81
ghz_indep_14q,0.01,1.1,no,,0.8816666666666667
ghz_indep_14q,0.01,1.2,no,,0.8450000000000001
ghz_indep_14q,0.015,1.0,no,,0.7933333333333333
ghz_indep_14q,0.015,1.1,no,,0.8533333333333334
ghz_indep_14q,0.015,1.2,no,,0.8133333333333334
ghz_indep_14q,0.02,1.0,no,,0.8866666666666667
ghz_indep_14q,0.02,1.1,no,,0.8633333333333333
ghz_indep_14q,0.02,1.2,no,,0.8083333333333332
ghz_indep_15q,0.001,1.0,no,,0.1083333333333333
ghz_indep_15q,0.001,1.1,no,,0.08166666666666665
ghz_indep_15q,0.001,1.2,no,,0.09999999999999996
ghz_indep_15q,0.005,1.0,no,,0.07999999999999995
ghz_indep_15q,0.005,1.1,no,,0.09666666666666662
ghz_indep_15q,0.005,1.2,no,,0.11
ghz_indep_15q,0.01,1.0,no,,0.08666666666666663
ghz_indep_15q,0.01,1.1,no,,0.085
ghz_indep_15q,0.01,1.2,no,,0.041666666666666616
ghz_indep_15q,0.015,1.0,no,,0.043333333333333314
ghz_indep_15q,0.015,1.1,no,,0.09000000000000002
ghz_indep_15q,0.015,1.2,no,,0.08
ghz_indep_15q,0.02,1.0,no,,0.11333333333333333
ghz_indep_15q,0.02,1.1,no,,0.09666666666666664
ghz_indep_15q,0.02,1.2,no,,0.07333333333333329
ghz_indep_16q,0.001,1.0,no,,0.8483333333333333
ghz_indep_16q,0.001,1.1,no,,0.8266666666666667
ghz_indep_16q,0.001,1.2,no,,0.8383333333333334
ghz_indep_16q,0.005,1.0,no,,0.8516666666666667
ghz_indep_16q,0.005,1.1,no,,0.8216666666666667
ghz_indep_16q,0.005,1.2,no,,0.8383333333333334
ghz_indep_16q,0.01,1.0,no,,0.835
ghz_indep_16q,0.01,1.1,no,,0.86
ghz_indep_16q,0.01,1.2,no,,0.8300000000000001
ghz_indep_16q,0.015,1.0,no,,0.8483333333333333
ghz_indep_16q,0.015,1.1,no,,0.8716666666666667
ghz_indep_16q,0.015,1.2,no,,0.8483333333333333
ghz_indep_16q,0.02,1.0,no,,0.8233333333333334
ghz_indep_16q,0.02,1.1,no,,0.8266666666666667
ghz_indep_16q,0.02,1.2,no,,0.88
ghz_indep_17q,0.001,1.0,no,,0.057999999999999996
ghz_indep_17q,0.001,1.1,no,,0.06399999999999996
ghz_indep_17q,0.001,1.2,no,,0.022000000000000002
ghz_indep_17q,0.005,1.0,no,,0.12599999999999997
ghz_indep_17q,0.005,1.1,no,,0.088
ghz_indep_17q,0.005,1.2,no,,0.05600000000000001
ghz_indep_17q,0.01,1.0,no,,0.08599999999999997
ghz_indep_17q,0.01,1.1,no,,0.045999999999999965
ghz_indep_17q,0.01,1.2,no,,0.08799999999999998
ghz_indep_17q,0.015,1.0,no,,0.06599999999999998
ghz_indep_17q,0.015,1.1,no,,0.10800000000000003
ghz_indep_17q,0.015,1.2,no,,0.06799999999999998
ghz_indep_17q,0.02,1.0,no,,0.04199999999999998
ghz_indep_17q,0.02,1.1,no,,0.10799999999999998
ghz_indep_17q,0.02,1.2,no,,0.10599999999999996
ghz_indep_18q,0.001,1.0,no,,0.836
ghz_indep_18q,0.001,1.1,no,,0.806
ghz_indep_18q,0.001,1.2,no,,0.8140000000000001
ghz_indep_18q,0.005,1.0,no,,0.808
ghz_indep_18q,0.005,1.1,no,,0.786
ghz_indep_18q,0.005,1.2,no,,0.8300000000000001
ghz_indep_18q,0.01,1.0,no,,0.784
ghz_indep_18q,0.01,1.1,no,,0.8240000000000001
ghz_indep_18q,0.01,1.2,no,,0.748
ghz_indep_18q,0.015,1.0,no,,0.7779999999999999
ghz_indep_18q,0.015,1.1,no,,0.8
ghz_indep_18q,0.015,1.2,no,,0.792
ghz_indep_18q,0.02,1.0,no,,0.8219999999999998
ghz_indep_18q,0.02,1.1,no,,0.8
ghz_indep_18q,0.02,1.2,no,,0.8300000000000001
ghz_indep_19q,0.001,1.0,no,,0.06599999999999998
ghz_indep_19q,0.001,1.1,no,,0.078
ghz_indep_19q,0.001,1.2,no,,0.08999999999999994
ghz_indep_19q,0.005,1.0,no,,0.10799999999999998
ghz_indep_19q,0.005,1.1,no,,0.04399999999999994
ghz_indep_19q,0.005,1.2,no,,0.10199999999999998
ghz_indep_19q,0.01,1.0,no,,0.07999999999999999
ghz_indep_19q,0.01,1.1,no,,0.08399999999999999
ghz_indep_19q,0.01,1.2,no,,0.03999999999999994
ghz_indep_19q,0.015,1.0,no,,0.09800000000000002
ghz_indep_19q,0.015,1.1,no,,0.07599999999999997
ghz_indep_19q,0.015,1.2,no,,0.06999999999999998
ghz_indep_19q,0.02,1.0,no,,0.12799999999999995
ghz_indep_19q,0.02,1.1,no,,0.08799999999999998
ghz_indep_19q,0.02,1.2,no,,0.066
ghz_indep_20q,0.001,1.0,no,,0.75
ghz_indep_20q,0.001,1.1,no,,0.675
ghz_indep_20q,0.001,1.2,no,,0.8200000000000001
ghz_indep_20q,0.005,1.0,no,,0.71
ghz_indep_20q,0.005,1.1,no,,0.7925
ghz_indep_20q,0.005,1.2,no,,0.8125
ghz_indep_20q,0.01,1.0,no,,0.8200000000000001
ghz_indep_20q,0.01,1.1,no,,0.76
ghz_indep_20q,0.01,1.2,no,,0.705
ghz_indep_20q,0.015,1.0,no,,0.7675000000000001
ghz_indep_20q,0.015,1.1,no,,0.765
ghz_indep_20q,0.015,1.2,no,,0.79
ghz_indep_20q,0.02,1.0,no,,0.785
ghz_indep_20q,0.02,1.1,no,,0.775
ghz_indep_20q,0.02,1.2,no,,0.725
ghz_indep_2q,0.001,1.0,global,0.99,0.485
ghz_indep_2q,0.001,1.0,local,0.97,0.0
ghz_indep_2q,0.001,1.0,no,0.5,0.51
ghz_indep_2q,0.001,1.1,global,0.97,0.47
ghz_indep_2q,0.001,1.1,local,1.09,0.0
ghz_indep_2q,0.001,1.1,no,0.535,0.515
ghz_indep_2q,0.001,1.2,global,0.94,0.49
ghz_indep_2q,0.001,1.2,local,0.94,0.0
ghz_indep_2q,0.001,1.2,no,0.53,0.485
ghz_indep_2q,0.005,1.0,global,1.13,0.525
ghz_indep_2q,0.005,1.0,local,0.99,0.0
ghz_indep_2q,0.005,1.0,no,0.545,0.555
ghz_indep_2q,0.005,1.1,global,1.06,0.515
ghz_indep_2q,0.005,1.1,local,1.07,0.0
ghz_indep_2q,0.005,1.1,no,0.525,0.535
ghz_indep_2q,0.005,1.2,global,1.07,0.455
ghz_indep_2q,0.005,1.2,local,1.0,0.0
ghz_indep_2q,0.005,1.2,no,0.535,0.5
ghz_indep_2q,0.01,1.0,global,0.97,0.47
ghz_indep_2q,0.01,1.0,local,0.96,0.01
ghz_indep_2q,0.01,1.0,no,0.53,0.49
ghz_indep_2q,0.01,1.1,global,0.96,0.5
ghz_indep_2q,0.01,1.1,local,0.93,0.0
ghz_indep_2q,0.01,1.1,no,0.44,0.515
ghz_indep_2q,0.01,1.2,global,1.05,0.47
ghz_indep_2q,0.01,1.2,local,1.01,0.01
ghz_indep_2q,0.01,1.2,no,0.48000000000000004,0.49
ghz_indep_2q,0.015,1.0,global,0.98,0.43
ghz_indep_2q,0.015,1.0,local,1.06,0.03
ghz_indep_2q,0.015,1.0,no,0.45,0.48
ghz_indep_2q,0.015,1.1,global,0.99,0.49
ghz_indep_2q,0.015,1.1,local,0.96,0.01
ghz_indep_2q,0.015,1.1,no,0.41500000000000004,0.495
ghz_indep_2q,0.015,1.2,global,1.03,0.5800000000000001
ghz_indep_2q,0.015,1.2,local,1.1,0.0
ghz_indep_2q,0.015,1.2,no,0.51,0.46
ghz_indep_2q,0.02,1.0,global,0.8,0.47000000000000003
ghz_indep_2q,0.02,1.0,local,1.0,0.01
ghz_indep_2q,0.02,1.0,no,0.505,0.49
ghz_indep_2q,0.02,1.1,global,0.92,0.54
ghz_indep_2q,0.02,1.1,local,0.8999999999999999,0.03
ghz_indep_2q,0.02,1.1,no,0.535,0.535
ghz_indep_2q,0.02,1.2,global,0.96,0.47000000000000003
ghz_indep_2q,0.02,1.2,local,1.0499999999999998,0.04
ghz_indep_2q,0.02,1.2,no,0.51,0.485
ghz_indep_3q,0.001,1.0,global,0.05,0.13999999999999999
ghz_indep_3q,0.001,1.0,local,0.0999999999999999,0.09
ghz_indep_3q,0.001,1.0,no,0.036666666666666674,0.06666666666666667
ghz_indep_3q,0.001,1.1,global,0.02,0.06666666666666667
ghz_indep_3q,0.001,1.1,local,0.0399999999999999,0.045
ghz_indep_3q,0.001,1.1,no,0.10333333333333333,0.06666666666666664
ghz_indep_3q,0.001,1.2,global,0.09,0.06666666666666664
ghz_indep_3q,0.001,1.2,local,0.02,0.06
ghz_indep_3q,0.001,1.2,no,0.06333333333333334,0.09999999999999999
ghz_indep_3q,0.005,1.0,global,0.0199999999999999,0.10999999999999997
ghz_indep_3q,0.005,1.0,local,0.0300000000000001,0.08499999999999995
ghz_indep_3q,0.005,1.0,no,0.0433333333333333,0.0766666666666666
ghz_indep_3q,0.005,1.1,global,0.0799999999999999,0.10333333333333329
ghz_indep_3q,0.005,1.1,local,0.0099999999999999,0.1499999999999999
ghz_indep_3q,0.005,1.1,no,0.12666666666666668,0.046666666666666606
ghz_indep_3q,0.005,1.2,global,0.0399999999999999,0.06999999999999997
ghz_indep_3q,0.005,1.2,local,0.04,0.02499999999999995
ghz_indep_3q,0.005,1.2,no,0.049999999999999996,0.13000000000000003
ghz_indep_3q,0.01,1.0,global,0.1499999999999999,0.009999999999999976
ghz_indep_3q,0.01,1.0,local,0.03,0.12999999999999995
ghz_indep_3q,0.01,1.0,no,0.1333333333333333,0.07666666666666666
ghz_indep_3q,0.01,1.1,global,0.03,0.06999999999999997
ghz_indep_3q,0.01,1.1,local,0.09,0.045
ghz_indep_3q,0.01,1.1,no,0.08999999999999998,0.06333333333333334
ghz_indep_3q,0.01,1.2,global,0.13,0.0733333333333333
ghz_indep_3q,0.01,1.2,local,0.0399999999999999,0.06500000000000006
ghz_indep_3q,0.01,1.2,no,0.11333333333333333,0.050000000000000065
ghz_indep_3q,0.015,1.0,global,0.2299999999999999,0.07
ghz_indep_3q,0.015,1.0,local,0.03,0.03499999999999995
ghz_indep_3q,0.015,1.0,no,0.17666666666666664,0.18333333333333335
ghz_indep_3q,0.015,1.1,global,0.06,0.09000000000000001
ghz_indep_3q,0.015,1.1,local,0.05,0.13499999999999995
ghz_indep_3q,0.015,1.1,no,0.09000000000000001,0.09999999999999998
ghz_indep_3q,0.015,1.2,global,0.1899999999999999,0.11000000000000003
ghz_indep_3q,0.015,1.2,local,0.09,0.035
ghz_indep_3q,0.015,1.2,no,0.20333333333333334,0.029999999999999933
ghz_indep_3q,0.02,1.0,global,0.2499999999999999,0.10999999999999999
ghz_indep_3q,0.02,1.0,local,0.14,0.025
ghz_indep_3q,0.02,1.0,no,0.06999999999999997,0.056666666666666636
ghz_indep_3q,0.02,1.1,global,0.12,0.05000000000000001
ghz_indep_3q,0.02,1.1,local,0.0399999999999999,0.059999999999999956
ghz_indep_3q,0.02,1.1,no,0.08333333333333333,0.03999999999999993
ghz_indep_3q,0.02,1.2,global,0.02,0.08333333333333333
ghz_indep_3q,0.02,1.2,local,0.01,0.02499999999999995
ghz_indep_3q,0.02,1.2,no,0.08333333333333327,0.0433333333333333
ghz_indep_4q,0.001,1.0,global,0.97,0.6849999999999999
ghz_indep_4q,0.001,1.0,local,1.0550000000000002,0.51
ghz_indep_4q,0.001,1.0,no,0.7175,0.73
ghz_indep_4q,0.001,1.1,global,1.03,0.725
ghz_indep_4q,0.001,1.1,local,0.9,0.495
ghz_indep_4q,0.001,1.1,no,0.75,0.74
ghz_indep_4q,0.001,1.2,global,0.99,0.71
ghz_indep_4q,0.001,1.2,local,0.975,0.485
ghz_indep_4q,0.001,1.2,no,0.73,0.7675000000000001
ghz_indep_4q,0.005,1.0,global,1.07,0.7424999999999999
ghz_indep_4q,0.005,1.0,local,1.105,0.47
ghz_indep_4q,0.005,1.0,no,0.755,0.75
ghz_indep_4q,0.005,1.1,global,1.0899999999999999,0.7849999999999999
ghz_indep_4q,0.005,1.1,local,1.01,0.4
ghz_indep_4q,0.005,1.1,no,0.7125,0.7325
ghz_indep_4q,0.005,1.2,global,1.01,0.7725
ghz_indep_4q,0.005,1.2,local,1.0,0.44
ghz_indep_4q,0.005,1.2,no,0.755,0.76
ghz_indep_4q,0.01,1.0,global,1.005,0.7725
ghz_indep_4q,0.01,1.0,local,1.005,0.49
ghz_indep_4q,0.01,1.0,no,0.765,0.73
ghz_indep_4q,0.01,1.1,global,0.9949999999999999,0.7725
ghz_indep_4q,0.01,1.1,local,1.06,0.525
ghz_indep_4q,0.01,1.1,no,0.7424999999999999,0.7324999999999999
ghz_indep_4q,0.01,1.2,global,0.97,0.8
ghz_indep_4q,0.01,1.2,local,1.04,0.52
ghz_indep_4q,0.01,1.2,no,0.7125,0.745
ghz_indep_4q,0.015,1.0,global,1.04,0.7475
ghz_indep_4q,0.015,1.0,local,1.1,0.5
ghz_indep_4q,0.015,1.0,no,0.7575000000000001,0.7825
ghz_indep_4q,0.015,1.1,global,0.95,0.785
ghz_indep_4q,0.015,1.1,local,1.105,0.5
ghz_indep_4q,0.015,1.1,no,0.8049999999999999,0.81
ghz_indep_4q,0.015,1.2,global,1.03,0.72
ghz_indep_4q,0.015,1.2,local,1.07,0.48
ghz_indep_4q,0.015,1.2,no,0.715,0.735
ghz_indep_4q,0.02,1.0,global,1.05,0.735
ghz_indep_4q,0.02,1.0,local,1.04,0.585
ghz_indep_4q,0.02,1.0,no,0.7475,0.78
ghz_indep_4q,0.02,1.1,global,0.895,0.6875
ghz_indep_4q,0.02,1.1,local,1.06,0.53
ghz_indep_4q,0.02,1.1,no,0.755,0.705
ghz_indep_4q,0.02,1.2,global,1.0899999999999999,0.73
ghz_indep_4q,0.02,1.2,local,0.9750000000000001,0.575
ghz_indep_4q,0.02,1.2,no,0.8075000000000001,0.75
ghz_indep_5q,0.001,1.0,global,0.049999999999999996,0.07799999999999996
ghz_indep_5q,0.001,1.0,local,0.02499999999999995,0.0866666666666666
ghz_indep_5q,0.001,1.0,no,0.05399999999999994,0.06999999999999997
ghz_indep_5q,0.001,1.1,global,0.085,0.08599999999999994
ghz_indep_5q,0.001,1.1,local,0.0199999999999999,0.09000000000000001
ghz_indep_5q,0.001,1.1,no,0.04799999999999995,0.08199999999999999
ghz_indep_5q,0.001,1.2,global,0.095,0.09399999999999999
ghz_indep_5q,0.001,1.2,local,0.035,0.12333333333333334
ghz_indep_5q,0.001,1.2,no,0.08199999999999999,0.098
ghz_indep_5q,0.005,1.0,global,0.12999999999999995,0.08399999999999994
ghz_indep_5q,0.005,1.0,local,0.02499999999999995,0.07666666666666663
ghz_indep_5q,0.005,1.0,no,0.10399999999999998,0.07799999999999999
ghz_indep_5q,0.005,1.1,global,0.02,0.048
ghz_indep_5q,0.005,1.1,local,0.06999999999999995,0.016666666666666632
ghz_indep_5q,0.005,1.1,no,0.12199999999999997,0.06599999999999995
ghz_indep_5q,0.005,1.2,global,0.10499999999999994,0.061999999999999986
ghz_indep_5q,0.005,1.2,local,0.02999999999999996,0.16
ghz_indep_5q,0.005,1.2,no,0.11599999999999999,0.09599999999999995
ghz_indep_5q,0.01,1.0,global,0.155,0.03599999999999998
ghz_indep_5q,0.01,1.0,local,0.0749999999999999,0.029999999999999933
ghz_indep_5q,0.01,1.0,no,0.10399999999999995,0.12999999999999995
ghz_indep_5q,0.01,1.1,global,0.09,0.13199999999999995
ghz_indep_5q,0.01,1.1,local,0.03499999999999995,0.0699999999999999
ghz_indep_5q,0.01,1.1,no,0.05999999999999996,0.09800000000000005
ghz_indep_5q,0.01,1.2,global,0.095,0.10200000000000001
ghz_indep_5q,0.01,1.2,local,0.095,0.07666666666666663
ghz_indep_5q,0.01,1.2,no,0.08999999999999998,0.06999999999999997
ghz_indep_5q,0.015,1.0,global,0.13499999999999995,0.07999999999999993
ghz_indep_5q,0.015,1.0,local,0.0299999999999999,0.1166666666666666
ghz_indep_5q,0.015,1.0,no,0.07399999999999998,0.09199999999999998
ghz_indep_5q,0.015,1.1,global,0.03499999999999995,0.11399999999999996
ghz_indep_5q,0.015,1.1,local,0.04499999999999995,0.04666666666666667
ghz_indep_5q,0.015,1.1,no,0.08799999999999998,0.06799999999999998
ghz_indep_5q,0.015,1.2,global,0.12,0.03999999999999996
ghz_indep_5q,0.015,1.2,local,0.095,0.07333333333333333
ghz_indep_5q,0.015,1.2,no,0.07199999999999994,0.048
ghz_indep_5q,0.02,1.0,global,0.08499999999999999,0.10400000000000002
ghz_indep_5q,0.02,1.0,local,0.095,0.03666666666666663
ghz_indep_5q,0.02,1.0,no,0.088,0.05399999999999997
ghz_indep_5q,0.02,1.1,global,0.0449999999999999,0.06799999999999998
ghz_indep_5q,0.02,1.1,local,0.09999999999999995,0.04333333333333326
ghz_indep_5q,0.02,1.1,no,0.07199999999999998,0.06199999999999996
ghz_indep_5q,0.02,1.2,global,0.155,0.14599999999999996
ghz_indep_5q,0.02,1.2,local,0.05999999999999995,0.03999999999999999
ghz_indep_5q,0.02,1.2,no,0.13199999999999998,0.06199999999999998
ghz_indep_6q,0.001,1.0,global,0.9533333333333335,0.7916666666666666
ghz_indep_6q,0.001,1.0,local,1.1066666666666667,0.6666666666666666
ghz_indep_6q,0.001,1.0,no,0.8316666666666667,0.835
ghz_indep_6q,0.001,1.1,global,0.9966666666666667,0.8666666666666667
ghz_indep_6q,0.001,1.1,local,0.9933333333333333,0.73
ghz_indep_6q,0.001,1.1,no,0.8333333333333334,0.8116666666666666
ghz_indep_6q,0.001,1.2,global,1.1,0.8533333333333334
ghz_indep_6q,0.001,1.2,local,1.01,0.6866666666666666
ghz_indep_6q,0.001,1.2,no,0.8266666666666667,0.8383333333333334
ghz_indep_6q,0.005,1.0,global,1.0033333333333332,0.8250000000000001
ghz_indep_6q,0.005,1.0,local,0.98,0.6466666666666666
ghz_indep_6q,0.005,1.0,no,0.8783333333333334,0.8383333333333334
ghz_indep_6q,0.005,1.1,global,1.04,0.8583333333333334
ghz_indep_6q,0.005,1.1,local,1.01,0.7033333333333335
ghz_indep_6q,0.005,1.1,no,0.855,0.81
ghz_indep_6q,0.005,1.2,global,0.9733333333333333,0.82
ghz_indep_6q,0.005,1.2,local,0.9733333333333333,0.68
ghz_indep_6q,0.005,1.2,no,0.8366666666666668,0.895
ghz_indep_6q,0.01,1.0,global,1.0133333333333334,0.8716666666666667
ghz_indep_6q,0.01,1.0,local,1.04,0.6866666666666666
ghz_indep_6q,0.01,1.0,no,0.8316666666666667,0.8099999999999999
ghz_indep_6q,0.01,1.1,global,1.0166666666666666,0.8250000000000001
ghz_indep_6q,0.01,1.1,local,1.0533333333333335,0.6233333333333334
ghz_indep_6q,0.01,1.1,no,0.8583333333333334,0.8166666666666668
ghz_indep_6q,0.01,1.2,global,0.9366666666666666,0.7966666666666667
ghz_indep_6q,0.01,1.2,local,1.0166666666666668,0.6633333333333332
ghz_indep_6q,0.01,1.2,no,0.8716666666666667,0.8250000000000001
ghz_indep_6q,0.015,1.0,global,1.04,0.8466666666666667
ghz_indep_6q,0.015,1.0,local,1.01,0.63
ghz_indep_6q,0.015,1.0,no,0.8283333333333333,0.8033333333333333
ghz_indep_6q,0.015,1.1,global,1.03,0.85
ghz_indep_6q,0.015,1.1,local,1.0266666666666666,0.6366666666666667
ghz_indep_6q,0.015,1.1,no,0.8366666666666666,0.7999999999999999
ghz_indep_6q,0.015,1.2,global,0.9866666666666667,0.82
ghz_indep_6q,0.015,1.2,local,0.98,0.6933333333333334
ghz_indep_6q,0.015,1.2,no,0.8583333333333334,0.82
ghz_indep_6q,0.02,1.0,global,1.0233333333333334,0.8266666666666667
ghz_indep_6q,0.02,1.0,local,1.0333333333333334,0.6699999999999999
ghz_indep_6q,0.02,1.0,no,0.805,0.8383333333333334
ghz_indep_6q,0.02,1.1,global,1.0033333333333334,0.8683333333333333
ghz_indep_6q,0.02,1.1,local,0.9800000000000001,0.6566666666666667
ghz_indep_6q,0.02,1.1,no,0.8533333333333334,0.875
ghz_indep_6q,0.02,1.2,global,1.0066666666666666,0.8500000000000001
ghz_indep_6q,0.02,1.2,local,1.0066666666666666,0.73
ghz_indep_6q,0.02,1.2,no,0.8566666666666666,0.7583333333333333
ghz_indep_7q,0.001,1.0,global,0.1266666666666667,0.06999999999999999
ghz_indep_7q,0.001,1.0,local,0.02666666666666667,0.04000000000000001
ghz_indep_7q,0.001,1.0,no,0.10166666666666668,0.06333333333333327
ghz_indep_7q,0.001,1.1,global,0.09000000000000001,0.07166666666666663
ghz_indep_7q,0.001,1.1,local,0.056666666666666594,0.07333333333333333
ghz_indep_7q,0.001,1.1,no,0.08166666666666667,0.0783333333333333
ghz_indep_7q,0.001,1.2,global,0.03,0.06833333333333332
ghz_indep_7q,0.001,1.2,local,0.10666666666666663,0.04999999999999997
