Algorithm,Local Noise,Comm Noise Mult,Strategy,CAT Error,tp Error
ghz_indep_7q,0.001,1.2,no,0.06666666666666664,0.09999999999999996
ghz_indep_7q,0.005,1.0,global,0.09666666666666664,0.13499999999999998
ghz_indep_7q,0.005,1.0,local,0.06,0.09999999999999996
ghz_indep_7q,0.005,1.0,no,0.05666666666666665,0.06499999999999999
ghz_indep_7q,0.005,1.1,global,0.04999999999999997,0.12833333333333327
ghz_indep_7q,0.005,1.1,local,0.09000000000000001,0.08333333333333338
ghz_indep_7q,0.005,1.1,no,0.05999999999999996,0.06166666666666668
ghz_indep_7q,0.005,1.2,global,0.07333333333333333,0.07333333333333329
ghz_indep_7q,0.005,1.2,local,0.15333333333333335,0.13666666666666663
ghz_indep_7q,0.005,1.2,no,0.07666666666666665,0.0633333333333333
ghz_indep_7q,0.01,1.0,global,0.06666666666666664,0.07499999999999997
ghz_indep_7q,0.01,1.0,local,0.08666666666666667,0.016666666666666666
ghz_indep_7q,0.01,1.0,no,0.07833333333333328,0.09166666666666663
ghz_indep_7q,0.01,1.1,global,0.12666666666666668,0.09499999999999999
ghz_indep_7q,0.01,1.1,local,0.09999999999999992,0.0866666666666666
ghz_indep_7q,0.01,1.1,no,0.054999999999999986,0.0833333333333333
ghz_indep_7q,0.01,1.2,global,0.0433333333333333,0.08666666666666667
ghz_indep_7q,0.01,1.2,local,0.06333333333333334,0.056666666666666636
ghz_indep_7q,0.01,1.2,no,0.09833333333333334,0.06333333333333326
ghz_indep_7q,0.015,1.0,global,0.039999999999999966,0.06499999999999999
ghz_indep_7q,0.015,1.0,local,0.06666666666666667,0.07666666666666667
ghz_indep_7q,0.015,1.0,no,0.0783333333333333,0.044999999999999984
ghz_indep_7q,0.015,1.1,global,0.043333333333333314,0.05333333333333327
ghz_indep_7q,0.015,1.1,local,0.05000000000000001,0.03666666666666663
ghz_indep_7q,0.015,1.1,no,0.044999999999999964,0.07666666666666663
ghz_indep_7q,0.015,1.2,global,0.08,0.06499999999999999
ghz_indep_7q,0.015,1.2,local,0.0799999999999999,0.11999999999999995
ghz_indep_7q,0.015,1.2,no,0.11333333333333333,0.09666666666666664
ghz_indep_7q,0.02,1.0,global,0.10333333333333333,0.09833333333333331
ghz_indep_7q,0.02,1.0,local,0.12,0.05999999999999997
ghz_indep_7q,0.02,1.0,no,0.09833333333333331,0.05333333333333334
ghz_indep_7q,0.02,1.1,global,0.08666666666666663,0.06333333333333334
ghz_indep_7q,0.02,1.1,local,0.07333333333333326,0.05333333333333331
ghz_indep_7q,0.02,1.1,no,0.10833333333333335,0.07333333333333332
ghz_indep_7q,0.02,1.2,global,0.14666666666666664,0.07499999999999997
ghz_indep_7q,0.02,1.2,local,0.03999999999999997,0.053333333333333295
ghz_indep_7q,0.02,1.2,no,0.08499999999999998,0.08666666666666661
ghz_indep_8q,0.001,1.0,global,1.03,0.8450000000000001
ghz_indep_8q,0.001,1.0,local,0.9966666666666667,0.63
ghz_indep_8q,0.001,1.0,no,0.79,0.8616666666666667
ghz_indep_8q,0.001,1.1,global,1.0199999999999998,0.8383333333333334
ghz_indep_8q,0.001,1.1,local,1.0033333333333332,0.6900000000000001
ghz_indep_8q,0.001,1.1,no,0.855,0.8583333333333334
ghz_indep_8q,0.001,1.2,global,0.9966666666666667,0.8183333333333334
ghz_indep_8q,0.001,1.2,local,0.9966666666666667,0.6366666666666666
ghz_indep_8q,0.001,1.2,no,0.8583333333333334,0.8216666666666667
ghz_indep_8q,0.005,1.0,global,0.9899999999999999,0.77
ghz_indep_8q,0.005,1.0,local,1.0433333333333332,0.6666666666666666
ghz_indep_8q,0.005,1.0,no,0.7916666666666666,0.8433333333333334
ghz_indep_8q,0.005,1.1,global,0.9233333333333333,0.875
ghz_indep_8q,0.005,1.1,local,1.0133333333333334,0.64
ghz_indep_8q,0.005,1.1,no,0.8466666666666667,0.8250000000000001
ghz_indep_8q,0.005,1.2,global,1.0133333333333334,0.8933333333333334
ghz_indep_8q,0.005,1.2,local,1.01,0.6966666666666667
ghz_indep_8q,0.005,1.2,no,0.8366666666666666,0.8450000000000001
ghz_indep_8q,0.01,1.0,global,1.0166666666666666,0.8166666666666668
ghz_indep_8q,0.01,1.0,local,0.94,0.62
ghz_indep_8q,0.01,1.0,no,0.8450000000000001,0.8483333333333333
ghz_indep_8q,0.01,1.1,global,0.9366666666666666,0.86
ghz_indep_8q,0.01,1.1,local,1.0,0.6566666666666666
ghz_indep_8q,0.01,1.1,no,0.8483333333333333,0.82
ghz_indep_8q,0.01,1.2,global,0.9899999999999999,0.8300000000000001
ghz_indep_8q,0.01,1.2,local,1.0666666666666667,0.6533333333333333
ghz_indep_8q,0.01,1.2,no,0.8666666666666667,0.84
ghz_indep_8q,0.015,1.0,global,0.9533333333333333,0.8116666666666666
ghz_indep_8q,0.015,1.0,local,1.0133333333333334,0.7000000000000001
ghz_indep_8q,0.015,1.0,no,0.8216666666666667,0.8333333333333334
ghz_indep_8q,0.015,1.1,global,0.9833333333333334,0.8233333333333334
ghz_indep_8q,0.015,1.1,local,0.9733333333333333,0.6266666666666666
ghz_indep_8q,0.015,1.1,no,0.84,0.8666666666666667
ghz_indep_8q,0.015,1.2,global,0.9866666666666667,0.81
ghz_indep_8q,0.015,1.2,local,1.0233333333333334,0.7166666666666668
ghz_indep_8q,0.015,1.2,no,0.8583333333333334,0.8616666666666667
ghz_indep_8q,0.02,1.0,global,1.0633333333333335,0.8316666666666667
ghz_indep_8q,0.02,1.0,local,1.0233333333333334,0.6733333333333333
ghz_indep_8q,0.02,1.0,no,0.8033333333333333,0.8233333333333334
ghz_indep_8q,0.02,1.1,global,1.06,0.7816666666666667
ghz_indep_8q,0.02,1.1,local,1.0533333333333335,0.6900000000000001
ghz_indep_8q,0.02,1.1,no,0.8183333333333334,0.855
ghz_indep_8q,0.02,1.2,global,1.0666666666666667,0.82
ghz_indep_8q,0.02,1.2,local,1.0066666666666666,0.7033333333333335
ghz_indep_8q,0.02,1.2,no,0.8533333333333334,0.8083333333333332
ghz_indep_9q,0.001,1.0,global,0.05333333333333334,0.10333333333333333
ghz_indep_9q,0.001,1.0,local,0.09000000000000001,0.1433333333333333
ghz_indep_9q,0.001,1.0,no,0.07833333333333332,0.09833333333333333
ghz_indep_9q,0.001,1.1,global,0.05999999999999997,0.03666666666666667
ghz_indep_9q,0.001,1.1,local,0.09666666666666664,0.10333333333333332
ghz_indep_9q,0.001,1.1,no,0.09166666666666663,0.04666666666666667
ghz_indep_9q,0.001,1.2,global,0.1466666666666666,0.07833333333333332
ghz_indep_9q,0.001,1.2,local,0.02333333333333334,0.02666666666666667
ghz_indep_9q,0.001,1.2,no,0.09999999999999998,0.0583333333333333
ghz_indep_9q,0.005,1.0,global,0.11999999999999993,0.055000000000000014
ghz_indep_9q,0.005,1.0,local,0.05333333333333331,0.059999999999999935
ghz_indep_9q,0.005,1.0,no,0.12499999999999999,0.046666666666666655
ghz_indep_9q,0.005,1.1,global,0.060000000000000005,0.14499999999999996
ghz_indep_9q,0.005,1.1,local,0.02,0.14000000000000004
ghz_indep_9q,0.005,1.1,no,0.08999999999999996,0.08833333333333332
ghz_indep_9q,0.005,1.2,global,0.07666666666666663,0.07166666666666668
ghz_indep_9q,0.005,1.2,local,0.07333333333333326,0.1466666666666667
ghz_indep_9q,0.005,1.2,no,0.09666666666666664,0.09333333333333332
ghz_indep_9q,0.01,1.0,global,0.09999999999999992,0.07999999999999995
ghz_indep_9q,0.01,1.0,local,0.06333333333333334,0.10999999999999997
ghz_indep_9q,0.01,1.0,no,0.09166666666666663,0.06833333333333332
ghz_indep_9q,0.01,1.1,global,0.03666666666666663,0.085
ghz_indep_9q,0.01,1.1,local,0.08666666666666663,0.10333333333333328
ghz_indep_9q,0.01,1.1,no,0.08166666666666665,0.08166666666666665
ghz_indep_9q,0.01,1.2,global,0.08333333333333326,0.06499999999999999
ghz_indep_9q,0.01,1.2,local,0.10666666666666663,0.07333333333333329
ghz_indep_9q,0.01,1.2,no,0.03333333333333333,0.10666666666666663
ghz_indep_9q,0.015,1.0,global,0.05333333333333331,0.061666666666666675
ghz_indep_9q,0.015,1.0,local,0.07333333333333333,0.046666666666666634
ghz_indep_9q,0.015,1.0,no,0.09833333333333331,0.056666666666666636
ghz_indep_9q,0.015,1.1,global,0.09666666666666668,0.04833333333333329
ghz_indep_9q,0.015,1.1,local,0.06333333333333326,0.06333333333333334
ghz_indep_9q,0.015,1.1,no,0.0433333333333333,0.11666666666666659
ghz_indep_9q,0.015,1.2,global,0.06666666666666664,0.08333333333333333
ghz_indep_9q,0.015,1.2,local,0.09666666666666661,0.05333333333333327
ghz_indep_9q,0.015,1.2,no,0.08166666666666664,0.035
ghz_indep_9q,0.02,1.0,global,0.06999999999999997,0.054999999999999986
ghz_indep_9q,0.02,1.0,local,0.1266666666666666,0.039999999999999966
ghz_indep_9q,0.02,1.0,no,0.07999999999999995,0.06833333333333332
ghz_indep_9q,0.02,1.1,global,0.06333333333333334,0.046666666666666634
ghz_indep_9q,0.02,1.1,local,0.046666666666666634,0.04
ghz_indep_9q,0.02,1.1,no,0.03999999999999998,0.08666666666666667
ghz_indep_9q,0.02,1.2,global,0.056666666666666636,0.05833333333333335
ghz_indep_9q,0.02,1.2,local,0.07333333333333324,0.0466666666666666
ghz_indep_9q,0.02,1.2,no,0.08499999999999998,0.13666666666666666
qft_indep_7q,0.001,1.0,global,,0.09499999999999995
wstate_indep_10q,0.001,1.0,global,0.9833333333333334,1.1583333333333332
wstate_indep_10q,0.001,1.0,local,1.0066666666666666,1.3733333333333333
wstate_indep_10q,0.001,1.0,no,1.205,1.17
wstate_indep_10q,0.001,1.1,global,0.9266666666666666,1.18
wstate_indep_10q,0.001,1.1,local,1.09,1.3366666666666667
wstate_indep_10q,0.001,1.1,no,1.2183333333333335,1.1566666666666665
wstate_indep_10q,0.001,1.2,global,0.9933333333333332,1.1366666666666667
wstate_indep_10q,0.001,1.2,local,1.0033333333333336,1.3466666666666667
wstate_indep_10q,0.001,1.2,no,1.1716666666666666,1.135
wstate_indep_10q,0.005,1.0,global,0.91,1.1516666666666666
wstate_indep_10q,0.005,1.0,local,0.9933333333333333,1.25
wstate_indep_10q,0.005,1.0,no,1.1066666666666667,1.155
wstate_indep_10q,0.005,1.1,global,1.0666666666666667,1.1816666666666666
wstate_indep_10q,0.005,1.1,local,0.9699999999999999,1.2099999999999997
wstate_indep_10q,0.005,1.1,no,1.1416666666666666,1.1483333333333332
wstate_indep_10q,0.005,1.2,global,1.0033333333333334,1.1833333333333333
wstate_indep_10q,0.005,1.2,local,0.98,1.1666666666666667
wstate_indep_10q,0.005,1.2,no,1.1883333333333332,1.1666666666666665
wstate_indep_10q,0.01,1.0,global,0.9433333333333332,1.1216666666666668
wstate_indep_10q,0.01,1.0,local,0.9966666666666666,1.1483333333333332
wstate_indep_10q,0.01,1.0,no,1.1816666666666666,1.1349999999999998
wstate_indep_10q,0.01,1.1,global,0.9633333333333333,1.1716666666666666
wstate_indep_10q,0.01,1.1,local,0.9566666666666666,1.1416666666666666
wstate_indep_10q,0.01,1.1,no,1.1283333333333332,1.1716666666666666
wstate_indep_10q,0.01,1.2,global,0.9899999999999999,1.1649999999999998
wstate_indep_10q,0.01,1.2,local,1.0466666666666666,1.155
wstate_indep_10q,0.01,1.2,no,1.1666666666666667,1.1883333333333332
wstate_indep_10q,0.015,1.0,global,1.0066666666666666,1.17
wstate_indep_10q,0.015,1.0,local,1.0533333333333335,1.1266666666666667
wstate_indep_10q,0.015,1.0,no,1.1416666666666668,1.165
wstate_indep_10q,0.015,1.1,global,0.9466666666666667,1.08
wstate_indep_10q,0.015,1.1,local,0.9366666666666665,1.1166666666666667
wstate_indep_10q,0.015,1.1,no,1.165,1.125
wstate_indep_10q,0.015,1.2,global,1.0366666666666666,1.1116666666666666
wstate_indep_10q,0.015,1.2,local,0.9966666666666665,1.1733333333333333
wstate_indep_10q,0.015,1.2,no,1.1183333333333334,1.0766666666666667
wstate_indep_10q,0.02,1.0,global,0.9899999999999999,1.1700000000000002
wstate_indep_10q,0.02,1.0,local,0.9933333333333332,1.1483333333333332
wstate_indep_10q,0.02,1.0,no,1.1216666666666666,1.1199999999999999
wstate_indep_10q,0.02,1.1,global,0.9433333333333334,1.1449999999999998
wstate_indep_10q,0.02,1.1,local,0.9533333333333331,1.1333333333333333
wstate_indep_10q,0.02,1.1,no,1.1366666666666667,1.1483333333333332
wstate_indep_10q,0.02,1.2,global,1.04,1.105
wstate_indep_10q,0.02,1.2,local,1.0166666666666666,1.1283333333333332
wstate_indep_10q,0.02,1.2,no,1.0983333333333334,1.1083333333333332
wstate_indep_11q,0.001,1.0,no,,1.125
wstate_indep_11q,0.001,1.1,no,,1.1833333333333333
wstate_indep_11q,0.001,1.2,no,,1.1466666666666667
wstate_indep_11q,0.005,1.0,no,,1.1533333333333333
wstate_indep_11q,0.005,1.1,no,,1.115
wstate_indep_11q,0.005,1.2,no,,1.1233333333333333
wstate_indep_11q,0.01,1.0,no,,1.0683333333333331
wstate_indep_11q,0.01,1.1,no,,1.0683333333333334
wstate_indep_11q,0.01,1.2,no,,1.1083333333333334
wstate_indep_11q,0.015,1.0,no,,1.1383333333333334
wstate_indep_11q,0.015,1.1,no,,1.1033333333333333
wstate_indep_11q,0.015,1.2,no,,1.1483333333333332
wstate_indep_11q,0.02,1.0,no,,1.0999999999999999
wstate_indep_11q,0.02,1.1,no,,1.0783333333333334
wstate_indep_11q,0.02,1.2,no,,1.1283333333333332
wstate_indep_16q,0.001,1.0,no,,1.1666666666666667
wstate_indep_16q,0.001,1.1,no,,1.2083333333333333
wstate_indep_16q,0.001,1.2,no,,1.1500000000000001
wstate_indep_16q,0.005,1.0,no,,1.1216666666666668
wstate_indep_16q,0.005,1.1,no,,1.1533333333333333
wstate_indep_16q,0.005,1.2,no,,1.2080000000000002
wstate_indep_2q,0.001,1.0,global,0.8400000000000001,1.545
wstate_indep_2q,0.001,1.0,local,1.0,1.495
wstate_indep_2q,0.001,1.0,no,1.54,1.545
wstate_indep_2q,0.001,1.1,global,1.06,1.495
wstate_indep_2q,0.001,1.1,local,1.11,1.58
wstate_indep_2q,0.001,1.1,no,1.525,1.445
wstate_indep_2q,0.001,1.2,global,1.0,1.47
wstate_indep_2q,0.001,1.2,local,1.02,1.46
wstate_indep_2q,0.001,1.2,no,1.47,1.5350000000000001
wstate_indep_2q,0.005,1.0,global,0.87,1.45
wstate_indep_2q,0.005,1.0,local,0.98,1.525
wstate_indep_2q,0.005,1.0,no,1.53,1.5
wstate_indep_2q,0.005,1.1,global,0.94,1.49
wstate_indep_2q,0.005,1.1,local,0.95,1.4649999999999999
wstate_indep_2q,0.005,1.1,no,1.49,1.5
wstate_indep_2q,0.005,1.2,global,1.13,1.525
wstate_indep_2q,0.005,1.2,local,1.02,1.5699999999999998
wstate_indep_2q,0.005,1.2,no,1.525,1.545
wstate_indep_2q,0.01,1.0,global,1.0,1.49
wstate_indep_2q,0.01,1.0,local,0.96,1.44
wstate_indep_2q,0.01,1.0,no,1.405,1.45
wstate_indep_2q,0.01,1.1,global,1.04,1.4649999999999999
wstate_indep_2q,0.01,1.1,local,1.08,1.4849999999999999
wstate_indep_2q,0.01,1.1,no,1.4849999999999999,1.4849999999999999
wstate_indep_2q,0.01,1.2,global,0.97,1.47
wstate_indep_2q,0.01,1.2,local,0.94,1.5
wstate_indep_2q,0.01,1.2,no,1.44,1.5150000000000001
wstate_indep_2q,0.015,1.0,global,1.04,1.52
wstate_indep_2q,0.015,1.0,local,1.0,1.52
wstate_indep_2q,0.015,1.0,no,1.48,1.4849999999999999
wstate_indep_2q,0.015,1.1,global,1.09,1.48
wstate_indep_2q,0.015,1.1,local,0.97,1.47
wstate_indep_2q,0.015,1.1,no,1.39,1.4649999999999999
wstate_indep_2q,0.015,1.2,global,1.01,1.49
wstate_indep_2q,0.015,1.2,local,1.14,1.5
wstate_indep_2q,0.015,1.2,no,1.475,1.47
wstate_indep_2q,0.02,1.0,global,0.98,1.51
wstate_indep_2q,0.02,1.0,local,0.9,1.425
wstate_indep_2q,0.02,1.0,no,1.4649999999999999,1.455
wstate_indep_2q,0.02,1.1,global,0.92,1.48
wstate_indep_2q,0.02,1.1,local,0.97,1.545
wstate_indep_2q,0.02,1.1,no,1.495,1.47
wstate_indep_2q,0.02,1.2,global,0.92,1.3900000000000001
wstate_indep_2q,0.02,1.2,local,1.06,1.44
wstate_indep_2q,0.02,1.2,no,1.4649999999999999,1.48
wstate_indep_3q,0.001,1.0,global,1.03,1.32
wstate_indep_3q,0.001,1.0,local,0.98,1.3099999999999998
wstate_indep_3q,0.001,1.0,no,1.33,1.2466666666666668
wstate_indep_3q,0.001,1.1,global,1.05,1.3499999999999999
wstate_indep_3q,0.001,1.1,local,1.03,1.3
wstate_indep_3q,0.001,1.1,no,1.3533333333333335,1.3633333333333333
wstate_indep_3q,0.001,1.2,global,0.94,1.2833333333333334
wstate_indep_3q,0.001,1.2,local,1.0,1.3266666666666667
wstate_indep_3q,0.001,1.2,no,1.3,1.3266666666666667
wstate_indep_3q,0.005,1.0,global,1.01,1.3033333333333335
wstate_indep_3q,0.005,1.0,local,1.15,1.3366666666666667
wstate_indep_3q,0.005,1.0,no,1.3233333333333333,1.29
wstate_indep_3q,0.005,1.1,global,0.99,1.2866666666666666
wstate_indep_3q,0.005,1.1,local,1.04,1.29
wstate_indep_3q,0.005,1.1,no,1.29,1.2833333333333332
wstate_indep_3q,0.005,1.2,global,1.05,1.31
wstate_indep_3q,0.005,1.2,local,1.01,1.2733333333333334
wstate_indep_3q,0.005,1.2,no,1.2866666666666666,1.2666666666666666
wstate_indep_3q,0.01,1.0,global,0.98,1.2766666666666666
wstate_indep_3q,0.01,1.0,local,1.11,1.3266666666666669
wstate_indep_3q,0.01,1.0,no,1.27,1.2866666666666666
wstate_indep_3q,0.01,1.1,global,1.09,1.28
wstate_indep_3q,0.01,1.1,local,0.93,1.2700000000000002
wstate_indep_3q,0.01,1.1,no,1.3566666666666667,1.3399999999999999
wstate_indep_3q,0.01,1.2,global,1.05,1.3099999999999998
wstate_indep_3q,0.01,1.2,local,0.98,1.3499999999999999
wstate_indep_3q,0.01,1.2,no,1.25,1.27
wstate_indep_3q,0.015,1.0,global,1.01,1.28
wstate_indep_3q,0.015,1.0,local,0.96,1.28
wstate_indep_3q,0.015,1.0,no,1.3166666666666667,1.26
wstate_indep_3q,0.015,1.1,global,0.86,1.3099999999999998
wstate_indep_3q,0.015,1.1,local,1.06,1.2533333333333334
wstate_indep_3q,0.015,1.1,no,1.3399999999999999,1.27
wstate_indep_3q,0.015,1.2,global,0.98,1.3333333333333333
wstate_indep_3q,0.015,1.2,local,1.0,1.3333333333333333
wstate_indep_3q,0.015,1.2,no,1.3133333333333335,1.3833333333333335
wstate_indep_3q,0.02,1.0,global,1.08,1.3099999999999998
wstate_indep_3q,0.02,1.0,local,1.1,1.3033333333333335
wstate_indep_3q,0.02,1.0,no,1.3333333333333333,1.26
wstate_indep_3q,0.02,1.1,global,1.01,1.3266666666666669
wstate_indep_3q,0.02,1.1,local,1.11,1.32
wstate_indep_3q,0.02,1.1,no,1.27,1.3
wstate_indep_3q,0.02,1.2,global,1.08,1.2766666666666666
wstate_indep_3q,0.02,1.2,local,0.91,1.3133333333333332
wstate_indep_3q,0.02,1.2,no,1.3033333333333335,1.3266666666666669
wstate_indep_4q,0.001,1.0,global,0.9450000000000001,1.2675
wstate_indep_4q,0.001,1.0,local,1.0350000000000001,1.2774999999999999
wstate_indep_4q,0.001,1.0,no,1.2525,1.23
wstate_indep_4q,0.001,1.1,global,0.99,1.2925
wstate_indep_4q,0.001,1.1,local,0.9850000000000001,1.1825
wstate_indep_4q,0.001,1.1,no,1.24,1.185
wstate_indep_4q,0.001,1.2,global,1.12,1.2
wstate_indep_4q,0.001,1.2,local,0.94,1.255
wstate_indep_4q,0.001,1.2,no,1.2225000000000001,1.2349999999999999
wstate_indep_4q,0.005,1.0,global,1.01,1.2925
wstate_indep_4q,0.005,1.0,local,0.98,1.2675
wstate_indep_4q,0.005,1.0,no,1.2175,1.2425
wstate_indep_4q,0.005,1.1,global,1.035,1.23
wstate_indep_4q,0.005,1.1,local,0.935,1.2325
wstate_indep_4q,0.005,1.1,no,1.2325,1.2625000000000002
wstate_indep_4q,0.005,1.2,global,1.02,1.195
wstate_indep_4q,0.005,1.2,local,1.09,1.2425
wstate_indep_4q,0.005,1.2,no,1.2650000000000001,1.225
wstate_indep_4q,0.01,1.0,global,1.03,1.2375
wstate_indep_4q,0.01,1.0,local,0.91,1.2349999999999999
wstate_indep_4q,0.01,1.0,no,1.2349999999999999,1.2625
wstate_indep_4q,0.01,1.1,global,1.0,1.2525
wstate_indep_4q,0.01,1.1,local,1.005,1.2175
wstate_indep_4q,0.01,1.1,no,1.2475,1.3175000000000001
wstate_indep_4q,0.01,1.2,global,0.965,1.2275
wstate_indep_4q,0.01,1.2,local,0.8799999999999999,1.2725
wstate_indep_4q,0.01,1.2,no,1.28,1.24
wstate_indep_4q,0.015,1.0,global,0.9299999999999999,1.2725
wstate_indep_4q,0.015,1.0,local,0.955,1.195
wstate_indep_4q,0.015,1.0,no,1.2650000000000001,1.2575
wstate_indep_4q,0.015,1.1,global,0.955,1.3
wstate_indep_4q,0.015,1.1,local,0.9450000000000001,1.255
wstate_indep_4q,0.015,1.1,no,1.21,1.2525
wstate_indep_4q,0.015,1.2,global,0.9950000000000001,1.2125
wstate_indep_4q,0.015,1.2,local,1.075,1.2775
wstate_indep_4q,0.015,1.2,no,1.165,1.2125
wstate_indep_4q,0.02,1.0,global,1.05,1.2125
wstate_indep_4q,0.02,1.0,local,0.98,1.22
wstate_indep_4q,0.02,1.0,no,1.185,1.2275
wstate_indep_4q,0.02,1.1,global,0.945,1.23
wstate_indep_4q,0.02,1.1,local,1.0350000000000001,1.23
wstate_indep_4q,0.02,1.1,no,1.19,1.205
wstate_indep_4q,0.02,1.2,global,1.0899999999999999,1.2725
wstate_indep_4q,0.02,1.2,local,0.9299999999999999,1.23
wstate_indep_4q,0.02,1.2,no,1.2275,1.2275
wstate_indep_5q,0.001,1.0,global,0.9950000000000001,0.976
wstate_indep_5q,0.001,1.0,local,0.9950000000000001,0.93
wstate_indep_5q,0.001,1.0,no,0.99,0.992
wstate_indep_5q,0.001,1.1,global,1.01,0.9640000000000001
wstate_indep_5q,0.001,1.1,local,1.02,0.998
wstate_indep_5q,0.001,1.1,no,0.944,0.976
wstate_indep_5q,0.001,1.2,global,1.02,0.93
wstate_indep_5q,0.001,1.2,local,1.005,1.022
wstate_indep_5q,0.001,1.2,no,1.066,0.952
wstate_indep_5q,0.005,1.0,global,0.985,1.02
wstate_indep_5q,0.005,1.0,local,1.16,0.992
wstate_indep_5q,0.005,1.0,no,0.9879999999999999,1.002
wstate_indep_5q,0.005,1.1,global,1.0350000000000001,0.9559999999999998
wstate_indep_5q,0.005,1.1,local,1.1150000000000002,0.982
wstate_indep_5q,0.005,1.1,no,1.04,0.952
wstate_indep_5q,0.005,1.2,global,1.01,0.998
wstate_indep_5q,0.005,1.2,local,1.0450000000000002,1.024
wstate_indep_5q,0.005,1.2,no,0.998,1.002
wstate_indep_5q,0.01,1.0,global,1.0150000000000001,1.01
wstate_indep_5q,0.01,1.0,local,1.0350000000000001,0.9879999999999999
wstate_indep_5q,0.01,1.0,no,0.9620000000000001,1.014
wstate_indep_5q,0.01,1.1,global,0.9199999999999999,1.046
wstate_indep_5q,0.01,1.1,local,1.0,0.96
wstate_indep_5q,0.01,1.1,no,0.984,1.02
wstate_indep_5q,0.01,1.2,global,1.12,0.976
wstate_indep_5q,0.01,1.2,local,0.995,0.9879999999999999
wstate_indep_5q,0.01,1.2,no,1.02,1.086
wstate_indep_5q,0.015,1.0,global,0.9900000000000001,0.97
wstate_indep_5q,0.015,1.0,local,0.99,1.0379999999999998
wstate_indep_5q,0.015,1.0,no,0.994,0.974
wstate_indep_5q,0.015,1.1,global,0.9149999999999999,0.9119999999999999
wstate_indep_5q,0.015,1.1,local,1.05,1.006
wstate_indep_5q,0.015,1.1,no,0.952,1.0100000000000002
wstate_indep_5q,0.015,1.2,global,1.0750000000000002,0.992
wstate_indep_5q,0.015,1.2,local,1.0,0.976
wstate_indep_5q,0.015,1.2,no,0.974,0.9460000000000001
wstate_indep_5q,0.02,1.0,global,0.915,0.998
wstate_indep_5q,0.02,1.0,local,0.99,1.0240000000000002
wstate_indep_5q,0.02,1.0,no,0.9879999999999999,0.9800000000000001
wstate_indep_5q,0.02,1.1,global,1.02,1.01
wstate_indep_5q,0.02,1.1,local,0.975,1.044
wstate_indep_5q,0.02,1.1,no,1.004,0.96
wstate_indep_5q,0.02,1.2,global,1.0499999999999998,1.006
wstate_indep_5q,0.02,1.2,local,1.0100000000000002,0.986
wstate_indep_5q,0.02,1.2,no,1.01,0.9359999999999999
wstate_indep_6q,0.001,1.0,global,1.0666666666666667,1.1383333333333334
wstate_indep_6q,0.001,1.0,local,0.9766666666666667,1.1833333333333333
wstate_indep_6q,0.001,1.0,no,1.165,1.18
wstate_indep_6q,0.001,1.1,global,1.0,1.1199999999999999
wstate_indep_6q,0.001,1.1,local,0.9966666666666667,1.2216666666666667
wstate_indep_6q,0.001,1.1,no,1.1466666666666667,1.2066666666666668
wstate_indep_6q,0.001,1.2,global,0.9133333333333332,1.1566666666666667
wstate_indep_6q,0.001,1.2,local,0.9866666666666667,1.125
wstate_indep_6q,0.001,1.2,no,1.18,1.13
wstate_indep_6q,0.005,1.0,global,1.0133333333333334,1.165
wstate_indep_6q,0.005,1.0,local,1.0033333333333332,1.1916666666666667
wstate_indep_6q,0.005,1.0,no,1.19,1.1133333333333333
wstate_indep_6q,0.005,1.1,global,0.9533333333333333,1.1433333333333333
wstate_indep_6q,0.005,1.1,local,0.9400000000000001,1.175
wstate_indep_6q,0.005,1.1,no,1.1783333333333335,1.175
wstate_indep_6q,0.005,1.2,global,1.0833333333333333,1.1500000000000001
wstate_indep_6q,0.005,1.2,local,0.9633333333333334,1.1466666666666667
wstate_indep_6q,0.005,1.2,no,1.1683333333333332,1.1900000000000002
wstate_indep_6q,0.01,1.0,global,1.0266666666666666,1.16
wstate_indep_6q,0.01,1.0,local,1.0233333333333332,1.14
wstate_indep_6q,0.01,1.0,no,1.1616666666666666,1.1833333333333333
wstate_indep_6q,0.01,1.1,global,0.9933333333333333,1.1716666666666666
wstate_indep_6q,0.01,1.1,local,0.9566666666666667,1.1616666666666666
wstate_indep_6q,0.01,1.1,no,1.1500000000000001,1.17
wstate_indep_6q,0.01,1.2,global,0.96,1.1600000000000001
wstate_indep_6q,0.01,1.2,local,0.9833333333333334,1.1633333333333333
wstate_indep_6q,0.01,1.2,no,1.1300000000000001,1.115
wstate_indep_6q,0.015,1.0,global,1.0233333333333334,1.11
wstate_indep_6q,0.015,1.0,local,0.9333333333333332,1.1533333333333333
wstate_indep_6q,0.015,1.0,no,1.17,1.0866666666666667
wstate_indep_6q,0.015,1.1,global,0.9966666666666667,1.205
wstate_indep_6q,0.015,1.1,local,1.0333333333333334,1.175
wstate_indep_6q,0.015,1.1,no,1.1816666666666666,1.14
wstate_indep_6q,0.015,1.2,global,0.9766666666666666,1.1316666666666666
wstate_indep_6q,0.015,1.2,local,0.94,1.1816666666666666
wstate_indep_6q,0.015,1.2,no,1.125,1.1233333333333333
wstate_indep_6q,0.02,1.0,global,1.0,1.145
wstate_indep_6q,0.02,1.0,local,1.0833333333333333,1.205
wstate_indep_6q,0.02,1.0,no,1.1766666666666667,1.1166666666666667
wstate_indep_6q,0.02,1.1,global,0.9933333333333333,1.1066666666666667
