origin,strategy,communication_noise_multiplier,local_noise,communication_primitive,num_qubits,circuit_depth,partitioned_depth,num_partitions_requested,num_partitions_tested,noise_free_expectation,noisy_expectation,zne_expectation,noisy_error,zne_error,error_reduction,partition_time,shots,seed
dj_indep_9q,local,1.0,0.005,cat,9,10,22,4,4,0.06,-0.12,-0.0619999999999999,0.1800000000000001,0.122,0.3222222222222226,0.0027461051940917,200,
dj_indep_9q,local,1.0,0.005,cat,9,10,26,6,6,0.05,-0.03,-0.0279999999999999,0.08,0.0779999999999999,0.025000000000001,0.0031888484954833,200,
dj_indep_9q,local,1.1,0.005,cat,9,10,16,2,2,0.03,-0.03,-0.0839999999999999,0.06,0.114,-0.8999999999999986,0.0023729801177978,200,
dj_indep_9q,local,1.1,0.005,cat,9,10,22,4,4,0.03,-0.0099999999999999,0.0979999999999999,0.04,0.0679999999999999,-0.6999999999999971,0.0026562213897705,200,
dj_indep_9q,local,1.1,0.005,cat,9,10,26,6,6,0.02,0.14,0.086,0.12,0.066,0.4499999999999997,0.0029571056365966,200,
dj_indep_9q,local,1.2,0.005,cat,9,10,16,2,2,0.06,-0.06,0.0579999999999999,0.12,0.002,0.9833333333333326,0.0023150444030761,200,
dj_indep_9q,local,1.2,0.005,cat,9,10,22,4,4,0.1499999999999999,-0.02,-0.0079999999999999,0.1699999999999999,0.1579999999999999,0.0705882352941178,0.0025801658630371,200,
dj_indep_9q,local,1.2,0.005,cat,9,10,26,6,6,0.0,-0.0400000000000001,0.0539999999999999,0.0400000000000001,0.0539999999999999,-0.3499999999999962,0.0028767585754394,200,
dj_indep_9q,local,1.0,0.01,cat,9,10,16,2,2,0.02,-0.03,-0.1360000000000001,0.05,0.1560000000000001,-2.12,0.0022988319396972,200,
dj_indep_9q,local,1.0,0.01,cat,9,10,22,4,4,0.06,0.1000000000000001,0.012,0.04,0.048,-0.1999999999999985,0.002634048461914,200,
dj_indep_9q,local,1.0,0.01,cat,9,10,26,6,6,0.02,-0.06,0.11,0.08,0.09,-0.1249999999999995,0.0029141902923583,200,
dj_indep_9q,local,1.1,0.01,cat,9,10,16,2,2,0.02,0.11,0.0179999999999999,0.09,0.0020000000000001,0.9777777777777764,0.0022928714752197,200,
dj_indep_9q,local,1.1,0.01,cat,9,10,22,4,4,-0.07,-0.07,-0.056,0.0,0.0139999999999999,,0.0025467872619628,200,
dj_indep_9q,local,1.1,0.01,cat,9,10,26,6,6,-0.04,-0.0299999999999999,-0.0499999999999999,0.01,0.0099999999999998,1.94289029309401e-14,0.0029149055480957,200,
dj_indep_9q,local,1.2,0.01,cat,9,10,16,2,2,0.06,0.01,-0.0019999999999999,0.05,0.062,-0.239999999999999,0.0024518966674804,200,
dj_indep_9q,local,1.2,0.01,cat,9,10,22,4,4,-0.03,0.05,0.148,0.08,0.178,-1.224999999999999,0.0026180744171142,200,
dj_indep_9q,local,1.2,0.01,cat,9,10,26,6,6,-0.02,-0.0999999999999999,-0.134,0.0799999999999999,0.114,-0.4250000000000009,0.0031111240386962,200,
dj_indep_9q,local,1.0,0.015,cat,9,10,16,2,2,0.03,-0.0499999999999999,-0.1219999999999999,0.08,0.1519999999999999,-0.8999999999999986,0.0024352073669433,200,
dj_indep_9q,local,1.0,0.015,cat,9,10,22,4,4,0.01,0.0099999999999999,-0.0459999999999999,9.714451465470121e-17,0.0559999999999999,-576460752303422.4,0.0025432109832763,200,
dj_indep_9q,local,1.0,0.015,cat,9,10,26,6,6,0.05,0.17,0.1019999999999999,0.12,0.0519999999999999,0.5666666666666674,0.0029098987579345,200,
dj_indep_9q,local,1.1,0.015,cat,9,10,16,2,2,-0.09,-0.02,0.0139999999999999,0.0699999999999999,0.104,-0.485714285714286,0.0023779869079589,200,
dj_indep_9q,local,1.1,0.015,cat,9,10,22,4,4,-0.05,0.0099999999999999,-0.088,0.06,0.038,0.3666666666666665,0.0026147365570068,200,
dj_indep_9q,local,1.1,0.015,cat,9,10,26,6,6,-0.03,0.01,0.066,0.04,0.096,-1.399999999999999,0.0030491352081298,200,
dj_indep_9q,local,1.2,0.015,cat,9,10,16,2,2,0.1599999999999999,0.09,0.0119999999999999,0.0699999999999999,0.148,-1.1142857142857157,0.0024318695068359,200,
dj_indep_9q,local,1.2,0.015,cat,9,10,22,4,4,-0.01,-0.0399999999999999,-0.0779999999999999,0.0299999999999999,0.0679999999999999,-1.266666666666667,0.0025451183319091,200,
dj_indep_9q,local,1.2,0.015,cat,9,10,26,6,6,-0.1999999999999999,-0.08,-0.034,0.1199999999999999,0.1659999999999999,-0.383333333333333,0.0030112266540527,200,
dj_indep_9q,local,1.0,0.02,cat,9,10,16,2,2,-0.09,-0.0199999999999999,0.0899999999999999,0.07,0.1799999999999999,-1.5714285714285687,0.0023069381713867,200,
dj_indep_9q,local,1.0,0.02,cat,9,10,22,4,4,-0.1,-0.0499999999999999,-0.024,0.05,0.076,-0.5199999999999985,0.0025022029876708,200,
dj_indep_9q,local,1.0,0.02,cat,9,10,26,6,6,-0.02,0.0199999999999999,0.142,0.0399999999999999,0.162,-3.050000000000002,0.0030159950256347,200,
dj_indep_9q,local,1.1,0.02,cat,9,10,16,2,2,-0.05,0.0499999999999999,0.04,0.1,0.0900000000000001,0.0999999999999988,0.0025599002838134,200,
dj_indep_9q,local,1.1,0.02,cat,9,10,22,4,4,0.03,-0.05,-0.0559999999999999,0.08,0.0859999999999999,-0.0749999999999991,0.0026469230651855,200,
dj_indep_9q,local,1.1,0.02,cat,9,10,26,6,6,0.05,-0.0099999999999999,0.046,0.06,0.0039999999999999,0.933333333333334,0.0030627250671386,200,
dj_indep_9q,local,1.2,0.02,cat,9,10,16,2,2,0.02,0.0099999999999999,-0.076,0.01,0.096,-8.599999999999962,0.0024042129516601,200,
dj_indep_9q,local,1.2,0.02,cat,9,10,22,4,4,0.0,0.05,0.014,0.05,0.014,0.7199999999999992,0.0025289058685302,200,
dj_indep_9q,local,1.2,0.02,cat,9,10,26,6,6,0.0,-0.06,0.1099999999999999,0.06,0.1099999999999999,-0.8333333333333323,0.0029780864715576,200,
dj_indep_8q,local,1.0,0.001,cat,8,9,16,2,2,0.04,0.0899999999999999,0.008,0.0499999999999999,0.032,0.3599999999999991,0.0022380352020263,200,
